testSnecmaWithChanges_2013.04.24_13:13:21.367820722_10216;testSnecmaWithChanges_2013.04.24_13:13:23.092273405_21659;testSnecmaWithChanges_2013.04.24_13:13:32.818293376_20547;testSnecmaWithChanges_2013.04.24_13:13:20.771378482_27587;testSnecmaWithChanges_2013.04.24_13:13:30.537497328_4041;testSnecmaWithChanges_2013.04.24_13:13:46.261241925_2619;testSnecmaWithChanges_2013.04.24_13:13:31.207733248_10433;testSnecmaWithChanges_2013.04.24_13:13:26.110948827_2499;testSnecmaWithChanges_2013.04.24_13:13:28.241328257_26970;testSnecmaWithChanges_2013.04.24_13:13:28.744072755_9632;testSnecmaWithChanges_2013.04.24_13:13:23.720490180_24504;testSnecmaWithChanges_2013.04.24_13:13:21.736059547_5797;testSnecmaWithChanges_2013.04.24_13:13:19.627427505_13996;testSnecmaWithChanges_2013.04.24_13:13:33.840836894_5857;testSnecmaWithChanges_2013.04.24_13:13:37.002427861_18532;testSnecmaWithChanges_2013.04.24_13:13:36.091691143_873;testSnecmaWithChanges_2013.04.24_13:13:41.795297004_7660;testSnecmaWithChanges_2013.04.24_13:13:22.586630175_18275;testSnecmaWithChanges_2013.04.24_13:13:40.339816627_25703;testSnecmaWithChanges_2013.04.24_13:13:30.920359458_14358;testSnecmaWithChanges_2013.04.24_13:13:37.249525622_11987;testSnecmaWithChanges_2013.04.24_13:13:20.068196958_1123;testSnecmaWithChanges_2013.04.24_13:13:40.937067203_16880;testSnecmaWithChanges_2013.04.24_13:13:44.253204460_26950;testSnecmaWithChanges_2013.04.24_13:13:19.063579068_23922;testSnecmaWithChanges_2013.04.24_13:13:47.905066997_17022;testSnecmaWithChanges_2013.04.24_13:13:42.586364571_6734;testSnecmaWithChanges_2013.04.24_13:13:44.323412736_3436;testSnecmaWithChanges_2013.04.24_13:13:21.245004344_12656;testSnecmaWithChanges_2013.04.24_13:13:39.536851451_26482;testSnecmaWithChanges_2013.04.24_13:13:42.593552482_1944;testSnecmaWithChanges_2013.04.24_13:13:33.530334361_15886;testSnecmaWithChanges_2013.04.24_13:13:45.834437119_9479;testSnecmaWithChanges_2013.04.24_13:13:31.768479379_12357;testSnecmaWithChanges_2013.04.24_13:13:22.135706277_22058;testSnecmaWithChanges_2013.04.24_13:13:39.482305903_24843;testSnecmaWithChanges_2013.04.24_13:13:39.814436988_18016;testSnecmaWithChanges_2013.04.24_13:13:23.729897330_27105;testSnecmaWithChanges_2013.04.24_13:13:45.667936427_30484;testSnecmaWithChanges_2013.04.24_13:13:41.449211429_21360;testSnecmaWithChanges_2013.04.24_13:13:39.080252550_2339;testSnecmaWithChanges_2013.04.24_13:13:27.026638361_29474;testSnecmaWithChanges_2013.04.24_13:13:45.799470831_28500;testSnecmaWithChanges_2013.04.24_13:13:24.153912770_8465;testSnecmaWithChanges_2013.04.24_13:13:46.646860864_24120;testSnecmaWithChanges_2013.04.24_13:13:40.724447318_25651;testSnecmaWithChanges_2013.04.24_13:13:34.806354843_23872;testSnecmaWithChanges_2013.04.24_13:13:35.501231019_7438;testSnecmaWithChanges_2013.04.24_13:13:26.646070698_14408;testSnecmaWithChanges_2013.04.24_13:13:33.467166226_16941;testSnecmaWithChanges_2013.04.24_13:13:24.853291394_14521;testSnecmaWithChanges_2013.04.24_13:13:23.163090575_12723;testSnecmaWithChanges_2013.04.24_13:13:38.816525268_15430;testSnecmaWithChanges_2013.04.24_13:13:34.420728751_23865;testSnecmaWithChanges_2013.04.24_13:13:34.709451795_10681;testSnecmaWithChanges_2013.04.24_13:13:38.146191853_10219;testSnecmaWithChanges_2013.04.24_13:13:24.880372637_27184;testSnecmaWithChanges_2013.04.24_13:13:46.440184424_23119;testSnecmaWithChanges_2013.04.24_13:13:34.312071439_21764;testSnecmaWithChanges_2013.04.24_13:13:42.207730882_25338;testSnecmaWithChanges_2013.04.24_13:13:27.272278093_5404;testSnecmaWithChanges_2013.04.24_13:13:18.781545046_27356;testSnecmaWithChanges_2013.04.24_13:13:29.930989137_3964;testSnecmaWithChanges_2013.04.24_13:13:43.599552245_2675;testSnecmaWithChanges_2013.04.24_13:13:37.550985488_6154;testSnecmaWithChanges_2013.04.24_13:13:25.698911629_6660;testSnecmaWithChanges_2013.04.24_13:13:44.671003412_963;testSnecmaWithChanges_2013.04.24_13:13:41.535552771_4833;testSnecmaWithChanges_2013.04.24_13:13:25.375036356_512;testSnecmaWithChanges_2013.04.24_13:13:26.553182905_3312;testSnecmaWithChanges_2013.04.24_13:13:46.889242327_14291;testSnecmaWithChanges_2013.04.24_13:13:43.379495677_15533;testSnecmaWithChanges_2013.04.24_13:13:41.778759508_31735;testSnecmaWithChanges_2013.04.24_13:13:22.478593558_437;testSnecmaWithChanges_2013.04.24_13:13:29.647251782_25176;testSnecmaWithChanges_2013.04.24_13:13:35.872934561_17734;testSnecmaWithChanges_2013.04.24_13:13:38.624456454_23853;testSnecmaWithChanges_2013.04.24_13:13:20.637032338_13255;testSnecmaWithChanges_2013.04.24_13:13:31.604268479_25441;testSnecmaWithChanges_2013.04.24_13:13:32.540110135_18127;testSnecmaWithChanges_2013.04.24_13:13:21.810628220_22853;testSnecmaWithChanges_2013.04.24_13:13:32.648288247_7623;testSnecmaWithChanges_2013.04.24_13:13:27.729735813_27288;testSnecmaWithChanges_2013.04.24_13:13:36.016595349_10072;testSnecmaWithChanges_2013.04.24_13:13:47.195244652_30461;testSnecmaWithChanges_2013.04.24_13:13:27.435705476_14160;testSnecmaWithChanges_2013.04.24_13:13:30.952764429_2683;testSnecmaWithChanges_2013.04.24_13:13:36.653339006_15909;testSnecmaWithChanges_2013.04.24_13:13:37.264285988_7996;testSnecmaWithChanges_2013.04.24_13:13:25.821501457_2351;testSnecmaWithChanges_2013.04.24_13:13:35.621376926_13256;testSnecmaWithChanges_2013.04.24_13:13:29.210177829_17385;testSnecmaWithChanges_2013.04.24_13:13:25.685742140_24471;testSnecmaWithChanges_2013.04.24_13:13:43.195188868_5137;testSnecmaWithChanges_2013.04.24_13:13:42.121209849_6679;testSnecmaWithChanges_2013.04.24_13:13:28.517594768_16065;testSnecmaWithChanges_2013.04.24_13:13:44.516433024_38;testSnecmaWithChanges_2013.04.24_13:13:29.699173371_19119;testSnecmaWithChanges_2013.04.24_13:13:31.820804201_32649;testSnecmaWithChanges_2013.04.24_13:13:19.626330055_26779
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
128.81246219785933;166.4171235259599;142.99125131386424;154.9126835478305;119.72735816780991;175.65140206948365;152.9415107478699;144.95379928560817;190.82675784679498;149.9955162558497;163.50026389945108;134.82165908974667;160.7296118232738;145.90417627450714;105.54162492495956;174.60298854319836;167.95244168876846;117.32410637144136;110.25404494201842;119.54746847333463;134.1307521472436;123.8993030132679;127.72957207387194;119.94112308482033;134.96028515040027;131.24117396771857;165.1115109971178;105.52968102087053;118.95243177053011;116.68687464999053;118.14832086777241;147.50422083408142;164.45855299100438;158.37970275912576;116.54729411601456;158.2932859333828;178.28983506952366;131.7594616013431;150.04496650818822;108.6759507481552;126.79050375966759;168.20427407017456;106.43571646934288;167.34870787718017;124.59162436221159;160.62229799932007;119.05933099749143;134.64714869541586;137.49287213557946;148.26965344391476;128.84911693961888;170.05684522336534;151.94249412488713;147.82947558731834;141.67790393740066;162.23330929135122;184.09126489163404;110.59712444859345;146.8559192356077;129.11355209533917;173.79665453737488;126.28237370883501;170.76310189756896;129.94148995092542;164.62290782951666;132.2109384134484;176.3102892350767;127.16748413625609;128.40809878528194;126.06672852397108;175.17236882140514;121.01229914168741;133.56216532320042;125.2757861692777;135.13734873998067;173.70400021798847;109.84685492328524;134.9990983469507;169.06543507628945;114.86699740983796;115.5069235487251;126.46942575194548;171.22176143196623;164.50629996985256;167.22990368587972;134.15715159019967;131.17568706538177;110.80308735115017;135.78992847617624;110.42406967663388;167.78783420569007;132.6737076902557;129.51587189159537;120.25225224379103;129.3409410709192;165.27303334461078;150.00807798431012;135.24834519169292;186.71808392830135;110.58270597343324
127.43650333674493;168.92833510878071;141.83851509951955;152.6848154324269;118.59153447576172;178.58441912433415;150.84210862156138;143.70703513545436;194.1481985003747;148.6444259063426;165.99928928279692;133.27642321817055;163.12074402533128;144.5474882508445;104.82701953623466;177.3750575232279;170.71550128750368;116.27808279096737;109.32315149338841;118.34152312741475;133.00437747159847;122.66033714577819;126.3246138509289;118.83450403327576;133.39573837327117;129.74927460916993;167.61446917043244;104.81823147681897;117.78199947904427;115.56611292978167;117.09881770586234;146.168060624321;166.91356432045944;160.64585170968786;115.48213197951746;160.58328796388133;181.27650860698003;130.67381674780728;148.05271323350595;107.81728245626323;125.46524999440946;170.77248343188472;105.69194268085059;170.10947264359953;123.23624291007559;162.9663136700566;117.88804605724656;133.06032981557553;136.3902406345553;147.1509825250909;127.42534474326997;172.7113596740785;150.68771883479081;146.79311694251814;140.60308998104944;164.62477441664657;187.27696945154923;109.68786895231389;145.82178900342683;127.73658322829915;176.6353694516587;124.93012420865807;173.58721936319384;128.45726870031064;167.0974319634888;130.6938431334411;179.21711968246203;125.85243368728892;126.9728918415226;124.77531428043874;178.16529068465172;119.78399072364923;132.05300769204953;123.97020625314177;133.56867883629639;176.66473115690363;109.00664272798701;133.32160350185308;171.70655717655353;113.87949047690651;114.52528338886883;125.1459054365512;174.05045194068256;167.06313656568176;169.93044310691462;133.17840841317297;129.70397035756213;109.89058536755063;134.65613446272778;109.5250430308832;170.50325365210628;131.54724365093912;128.0523840791306;119.15028246436135;127.94257438426439;167.74927975149106;148.53195125436858;133.57439685804852;189.89447257885593;109.70832833218158
127.8390609925153;168.09679193434;142.20352478300805;152.9905656828628;118.9316926023692;177.70325492278926;151.15016423819054;144.06514094138743;193.10826806735187;149.0331460158621;165.21226827174118;133.71761841810255;162.23793586208896;144.93492472921167;105.06606552950525;176.49907250046994;169.68717645906614;116.67033649660618;109.63736659342237;118.73333422863884;133.44199429888255;123.0522151091656;126.82374397412691;119.17338881630168;133.87445110960033;130.29527119209394;166.68853498954635;105.0275513933162;118.18464800637543;115.94785258645817;117.43050979084457;146.62267486770546;166.18980720877545;159.8453401431732;115.8348490157409;159.82554865963323;180.12386007561383;131.00554845241356;148.18139285265605;108.09065032504121;125.84730178497936;170.0023855091133;105.9283951531397;169.00383041901347;123.65929366057475;162.16029720045753;118.2460936268091;133.24007337288546;136.74910210512408;147.55893211327228;127.88691739561078;171.7858934197231;151.10850226632567;147.10887143716326;140.99533110797137;163.9108450787986;186.25914496221628;109.96323840955085;146.15570968894778;128.1931967238184;175.5023366545829;125.35233255581998;172.719565209216;128.89463396804481;166.1990600407497;131.24380084117865;178.30268647318397;126.36260499062533;127.41933340116294;125.15958095238342;177.06808119898253;120.19468439561076;132.63740339817053;124.36645547995333;134.0906309740132;175.552010335775;109.26226760224574;133.90562575838513;170.81653651140095;114.25102559522657;114.81647227203109;125.62859679338284;173.15086214295252;166.29793623168874;169.0934295832427;133.5314394497803;130.13775360063502;110.20086498516422;135.07767529442717;109.78351608642035;169.53935735227319;131.95406457983592;128.50385467879667;119.58544371419296;128.44910903239358;166.89154021566927;148.98427999913952;133.81461528945331;188.96985937971823;109.97587835395528
128.24494401633717;167.27347346852773;142.57221043520195;153.30221151738368;119.27492038630702;176.83053299276426;151.4657854347446;144.4264982033782;192.07909821753512;149.425452371993;164.4326185241135;134.16229766133407;161.36462790351555;145.32585294013913;105.30946811778257;175.6316321365933;168.6710071573504;117.06741029837606;109.95534224514837;119.12879127079198;133.88483351614755;123.44771472239026;127.32772097347507;119.5156183431862;134.35716221577212;130.84670078130432;165.77272122353074;105.24027099111356;118.5913109990723;116.33346438216941;117.76574812633727;147.08219860739803;165.4723484658395;159.05299772860283;116.19120435550167;159.07499867476795;178.98538665584408;131.34038569160194;148.31608902298555;108.3674663631234;126.23246935208125;169.23922885101592;106.16866135425789;167.91230567643515;124.08600312983059;161.36230754928832;118.60731362420707;133.4251427262745;137.11159651427204;147.9719257177618;128.3525723323791;170.87016776687483;151.53397213055305;147.42805032304338;141.39219513077217;163.2031357900927;185.2519716487283;110.24166499027932;146.49342010980237;128.6541521871786;174.38342809962333;125.77816769277982;171.8603889648873;129.33551991878252;165.31028973938072;131.79917709128242;177.39730630678966;126.8786397054483;127.86956944323119;125.54718704156024;175.98401289485074;120.60926859999479;133.22807938302225;124.76606052454008;134.61732569467634;174.45294789620039;109.52114493701708;134.38402892985317;169.93556656143957;114.62732517156752;115.11072023850427;126.11622815680336;172.26035260102353;165.5396439402804;168.26451166753532;133.88848768578185;130.5750212969348;110.51499031023869;135.50404446852139;110.04475984491546;168.58614614222637;132.36539297179112;128.95912418568844;120.02631725910025;128.96074861552938;166.04262586912475;149.44104947414863;134.05945393585029;188.05399197371787;110.24663662419731
128.6541746101344;166.45826770971968;142.944607931135;153.3323640120705;119.6212272651422;175.96614121601013;151.45745446209673;144.79113803927106;191.06053063152754;149.8213810988146;163.66024702400148;134.6104888823963;160.5006838723471;145.72030902233425;105.55716262787236;174.77261992845268;167.66679627745103;117.4693084364679;110.27707039379172;119.52791347854573;134.33296084757265;123.84685482952572;127.83658623055355;119.86119939806886;134.843906201864;131.40361602818885;164.86687837125257;105.45634448665292;119.00200778964681;116.72296299677957;118.10453405721373;147.54669088240703;164.76111338298844;158.26871278252364;116.5512047561848;158.33154776622843;177.8608464027435;131.67835832029422;148.10569066380924;108.6477119657044;126.62077126008091;168.48292704812465;106.41269432641253;166.8346512977607;124.51639728048796;160.5722376509458;118.9717195286917;133.32995599843315;137.47776020521462;148.39001361854855;128.82234192109496;169.96404230859926;151.96417749269577;147.75067798549617;141.79372990565284;162.50157343299904;184.25529337408673;110.52313916947578;146.83494947638908;129.11948296963362;173.27840128518935;126.20765456884335;171.0095764583811;129.7799539597982;164.43098225501885;132.36002514296277;176.50085504676755;127.40058496884957;128.32362947652126;125.9381515706733;174.91286722429692;121.02776558264081;133.82510217126455;125.16904173991286;135.1488077441459;173.36731140497002;109.7832524786733;134.86717930571444;169.06352169381447;115.00838415025238;115.40802236803461;126.60883695173624;171.37879699332248;164.78817526805526;167.4435822623919;134.24959230069732;131.01579988433;110.8329486213584;135.93529987614917;110.3087647884191;167.64345800272446;132.7812819692204;129.41822281520442;120.4729164563426;129.47753691339616;165.2024122295246;149.9023118936972;134.06711348072434;187.14675297193511;110.52058680611727
129.4827702216884;164.8517574017334;143.7006854105598;153.42451353730954;120.32311951546308;174.26190987749683;151.48514963026884;145.53039255971902;189.0545849300682;150.62425327636532;162.13697503015882;135.5175217440239;158.80035655244205;146.51995239886674;106.065193094697;173.07942520389904;165.69348350256158;118.28760569800335;110.93176044693686;120.33723421161193;135.24535024759055;124.65613600226995;128.86915246595188;120.56244807667896;135.82963426814334;132.5341205002855;163.0845231443118;105.8983852748298;119.83558519495125;117.51368464338434;118.79276042042675;148.49082315937125;163.35702181443025;156.72388009329285;117.28217332533423;156.86559053921755;175.65262587498086;132.36383186096035;147.73098638034043;109.2184267423138;127.40685499830343;166.99055013018378;106.91188995275512;164.71999511792595;125.38834670827622;159.01543934698586;119.71014617310013;133.17342662417872;138.22124433004595;149.24167978633108;129.7743583313542;168.18004458270863;152.83899624708147;148.40638019929287;142.6110087019427;161.11660332665937;182.2928129583123;111.09519844908705;147.52958559205172;130.0634090549493;171.10905157103903;127.07768655656473;169.33259659272144;130.67957862876386;162.70021493267902;133.49835595652962;174.7342544172301;128.4624062069349;129.24334278635502;126.7302353970089;172.80849445512493;121.8765911862672;135.03846347081137;125.98521707479324;135.95205774893742;171.23541363149573;110.31707849074783;135.90871642936037;167.34571691474264;115.78477242666355;116.01177498689042;127.60914302630354;169.64205442707316;163.30537835977975;165.82527045866945;134.98413186686557;131.90799819199515;111.48032299111432;136.8127072748903;110.84502549883348;165.78901993012596;133.6269599925852;130.34803147816453;121.38336007018857;130.52674125892653;163.5476019544744;150.83852921723624;135.2311372242186;185.3577015036731;111.07800554417673
131.18117387653479;161.73140230538513;145.25903888479957;153.73146018858003;121.76434405249533;170.9486984429091;151.70796989868532;147.04972152069544;185.1633010114155;152.27512581817433;159.1738587420756;137.37502189639588;155.50637860379229;148.1632323966064;107.13042076954925;169.78929171875907;161.882166186901;119.98251635382506;112.28599789531468;122.00079000261215;137.13664803094258;126.319303861887;130.99488583805478;122.00556784146517;137.35164079015226;134.863417425539;159.63322739773642;106.8210194845785;121.55210821142569;119.1425302794771;120.21198048131068;150.4414428387483;160.62037603170847;153.72624085661488;118.78826914413938;154.01507586463532;171.39334884179775;133.77377794617112;147.14951645241473;110.40039038649027;129.01751004252816;164.08442149446944;107.95377774149588;160.64690195420198;127.1776760288764;155.99239722568993;121.22589370181099;132.98676519697403;139.75392252214618;151.00849912556725;131.7292761280154;164.72138277818132;154.6477376097024;149.76031043224464;144.30384645267162;158.41734611474067;178.48726062542593;112.27560250798547;148.96605340164254;132.0053474839429;166.92688403548217;128.86274081010635;166.07420925540242;132.52267105586355;159.34643974553987;135.30804889404732;171.30299287493986;129.91034753906703;131.13002791595858;128.35561569771508;168.7457428848288;123.62226989932594;137.54448180792426;127.65904340023219;137.6434470590224;167.1230889263069;111.42271189904899;138.0456068363924;164.0119466457384;117.39470363072148;117.25583317141466;129.67127518841903;166.27072217437853;160.41811187498467;162.68001140829236;136.50371232779938;133.73574928791408;112.82071443466742;138.62884699876474;111.95037684024268;162.19966233034273;135.37550914335077;132.25499871207802;123.27386404877187;132.6890055993007;160.33719090129105;152.7672850610817;137.22257920237163;181.8782108704674;112.23059742405566
134.74872779609353;155.83949832527443;148.56972014192476;159.68189649087918;124.79970239061633;164.68116084037365;152.7662126647601;150.2595085147852;177.8323300628522;155.76651005679074;153.56294868771448;141.27090959672236;149.3187036319306;151.63487272893215;109.4493083092357;163.5712272478592;154.76300259648283;123.60969926478242;115.17446543281167;125.5130702216158;141.20256581666635;129.8295461080282;135.49976473388003;125.0572460559396;140.61226565496847;138.69250608940584;153.15538004852826;108.81422650311723;125.18850531524998;122.59468666647089;123.22361632559361;154.6073314202273;155.41839778500162;153.28429090015567;121.98023108547628;153.73147503197526;163.4573744689917;136.75724458194432;146.55961837724809;112.924823210009;132.397759678613;158.56958465925342;110.20551337733897;154.08787684734185;130.94489805058518;150.28761746073937;124.41695720412702;133.0648281787843;143.01142789955603;154.8094480587197;135.85112268429637;158.21408414105866;158.51437975007565;152.64471175258169;147.935208035362;153.28703674020113;171.32334074735255;114.78115528192238;152.0355163070729;136.11468787488022;159.14259926059904;132.61941894822155;159.91725687489617;135.6007055667991;153.04302695136332;139.2338978723426;164.82384509355623;133.10707025520972;135.10008030692154;131.77653702154132;161.16242063711735;127.31205382858988;142.8916283758382;131.17809164201634;141.25057690776174;159.46004609050172;113.78344454959503;142.57252938399697;157.7271940582214;120.84549917165681;119.89063072392614;134.05205076366164;159.91191472795947;154.94011873866793;156.73385131648405;139.75513360462912;137.5714627570269;115.68388811236554;142.5215136074755;114.29175808407531;155.46768211723588;139.1151738929514;135.4286801018661;127.3406396996587;137.28084455454447;154.28904692529701;156.8633852013606;141.50938478913088;175.29056011313912;114.68532901086945
142.62239249342352;145.29924219467784;156.05174966175719;158.3196307998013;131.51546265247688;153.42635522352901;161.1417508563296;157.43506901876185;164.76291969215887;152.56123246457454;153.37507702158544;147.4765033942908;148.89676227165273;159.40143640813554;114.80884294116238;152.42481614132674;157.1632563250479;131.86913555234815;121.69180534757368;133.332570059626;150.63177876798736;137.64031013357874;143.44568114749293;131.85696695773396;147.86664275389327;147.5061981316383;152.57058210383954;113.36467306695785;133.33449032835;130.32819566430985;129.9700121722246;164.14009359130097;145.99494647696613;151.74211376049743;129.12051643209267;152.5397050736894;149.60332756404517;143.4478832060991;151.19118609663073;118.61868842053303;139.84129766337085;148.60950379370507;115.35801294390487;156.66210689659;137.70620497172268;149.89737112158588;131.47727784553953;143.64508066105347;150.3811118765287;163.6083076682953;142.89486030597394;146.65067673248075;154.66972132485878;159.18033962326675;156.2996395737641;152.56859356232525;158.57285649162168;120.37961128768794;159.03392462267055;142.413790659345;145.58264259962675;140.94110181206887;148.8853617093844;142.5116965053873;152.49734671752012;148.16086264284883;153.22863564132678;140.60980928296883;142.04605854781857;139.35072039419748;147.8799548772396;135.54725371683716;151.51448789281633;138.9539333823842;149.26700521631054;146.08012081587754;119.09870442655502;152.7786289922917;146.51798205843477;128.71296480757886;125.7615949962857;143.9416371243048;148.55715515542855;154.91877251482123;146.0711192530696;147.20365639358369;144.0015230337844;122.15582420608321;151.49082687516008;119.50201267749704;143.57506071426218;149.4454013257793;142.57369538625994;133.4438829366524;147.64837802432058;153.66575168102185;153.44522414350675;151.328427731025;163.43847914019892;120.19519261289621
