testSnecma_2013.02.04_15:15:46.153818751_26491;testSnecma_2013.02.04_15:15:42.937047202_17843;testSnecma_2013.02.04_15:15:46.614864519_26616;testSnecma_2013.02.04_15:15:48.437342078_3413;testSnecma_2013.02.04_15:15:42.922212341_12782;testSnecma_2013.02.04_15:15:43.743639341_17571;testSnecma_2013.02.04_15:15:48.849995551_18754;testSnecma_2013.02.04_15:15:45.357780644_6431;testSnecma_2013.02.04_15:15:45.549227460_15252;testSnecma_2013.02.04_15:15:45.282424142_22144;testSnecma_2013.02.04_15:15:49.081029698_9985;testSnecma_2013.02.04_15:15:50.833598529_6939;testSnecma_2013.02.04_15:15:43.420569796_4695;testSnecma_2013.02.04_15:15:50.099659186_27207;testSnecma_2013.02.04_15:15:47.044540225_20870;testSnecma_2013.02.04_15:15:43.074221326_31505;testSnecma_2013.02.04_15:15:42.298477486_22891;testSnecma_2013.02.04_15:15:50.942082922_7211;testSnecma_2013.02.04_15:15:46.420537258_18841;testSnecma_2013.02.04_15:15:45.158223080_11112;testSnecma_2013.02.04_15:15:47.305976403_3641;testSnecma_2013.02.04_15:15:45.102720112_28047;testSnecma_2013.02.04_15:15:44.456419560_18877;testSnecma_2013.02.04_15:15:46.185205825_22744;testSnecma_2013.02.04_15:15:48.419099678_3428;testSnecma_2013.02.04_15:15:47.716339544_22870;testSnecma_2013.02.04_15:15:42.788046129_24294;testSnecma_2013.02.04_15:15:45.755583789_17311;testSnecma_2013.02.04_15:15:48.886993670_1631;testSnecma_2013.02.04_15:15:43.814138284_27095;testSnecma_2013.02.04_15:15:47.318994144_8905;testSnecma_2013.02.04_15:15:43.899651507_18961;testSnecma_2013.02.04_15:15:49.928863571_5967;testSnecma_2013.02.04_15:15:50.941358314_809;testSnecma_2013.02.04_15:15:47.740039843_3465;testSnecma_2013.02.04_15:15:49.652844937_20725;testSnecma_2013.02.04_15:15:42.651806192_10047;testSnecma_2013.02.04_15:15:45.581913216_12648;testSnecma_2013.02.04_15:15:50.604691778_11068;testSnecma_2013.02.04_15:15:44.069172751_9815;testSnecma_2013.02.04_15:15:45.660126116_31508;testSnecma_2013.02.04_15:15:43.920416609_16376;testSnecma_2013.02.04_15:15:43.808468822_26860;testSnecma_2013.02.04_15:15:48.392570228_4839;testSnecma_2013.02.04_15:15:45.336229813_16247;testSnecma_2013.02.04_15:15:49.416739619_9524;testSnecma_2013.02.04_15:15:50.753176508_14431;testSnecma_2013.02.04_15:15:46.247819839_32713;testSnecma_2013.02.04_15:15:43.082972655_14233;testSnecma_2013.02.04_15:15:42.514334144_2767;testSnecma_2013.02.04_15:15:44.235615855_12565;testSnecma_2013.02.04_15:15:44.485696361_1770;testSnecma_2013.02.04_15:15:42.010823398_14081;testSnecma_2013.02.04_15:15:50.497670562_26614;testSnecma_2013.02.04_15:15:43.358582264_31398;testSnecma_2013.02.04_15:15:47.239745717_18138;testSnecma_2013.02.04_15:15:46.369650922_10183;testSnecma_2013.02.04_15:15:49.332874356_27223;testSnecma_2013.02.04_15:15:48.745685619_8549;testSnecma_2013.02.04_15:15:45.107191483_30464;testSnecma_2013.02.04_15:15:44.837255943_18715;testSnecma_2013.02.04_15:15:42.296834163_27408;testSnecma_2013.02.04_15:15:42.894677352_6705;testSnecma_2013.02.04_15:15:45.136084150_5499;testSnecma_2013.02.04_15:15:43.967572791_17096;testSnecma_2013.02.04_15:15:47.488399876_25525;testSnecma_2013.02.04_15:15:42.190294297_26889;testSnecma_2013.02.04_15:15:48.775839639_18853;testSnecma_2013.02.04_15:15:47.063287144_20099;testSnecma_2013.02.04_15:15:43.080303422_30611;testSnecma_2013.02.04_15:15:49.807097888_23281;testSnecma_2013.02.04_15:15:46.133125651_25001;testSnecma_2013.02.04_15:15:43.181693379_16170;testSnecma_2013.02.04_15:15:49.148316300_13359;testSnecma_2013.02.04_15:15:47.096120670_28723;testSnecma_2013.02.04_15:15:44.917388375_6534;testSnecma_2013.02.04_15:15:50.377374791_12978;testSnecma_2013.02.04_15:15:47.813509656_15154;testSnecma_2013.02.04_15:15:42.511481672_12688;testSnecma_2013.02.04_15:15:46.699938687_8776;testSnecma_2013.02.04_15:15:44.922299237_18561;testSnecma_2013.02.04_15:15:44.966041935_9874;testSnecma_2013.02.04_15:15:48.134773233_21615;testSnecma_2013.02.04_15:15:46.073594349_24676;testSnecma_2013.02.04_15:15:42.064879018_12806;testSnecma_2013.02.04_15:15:49.113649511_19009;testSnecma_2013.02.04_15:15:44.897053582_13350;testSnecma_2013.02.04_15:15:44.220607871_12503;testSnecma_2013.02.04_15:15:48.374580526_12394;testSnecma_2013.02.04_15:15:48.049056296_29726;testSnecma_2013.02.04_15:15:49.752912387_2445;testSnecma_2013.02.04_15:15:49.342136307_14856;testSnecma_2013.02.04_15:15:46.470938398_6710;testSnecma_2013.02.04_15:15:50.444813816_7890;testSnecma_2013.02.04_15:15:44.649214027_20620;testSnecma_2013.02.04_15:15:50.257058121_15599;testSnecma_2013.02.04_15:15:43.825864803_18365;testSnecma_2013.02.04_15:15:44.517544122_12464;testSnecma_2013.02.04_15:15:46.186902949_747;testSnecma_2013.02.04_15:15:48.545412448_6704
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
121.7158391030025;145.80628606690752;116.7399496549791;109.45592371537182;111.56476703783424;118.67386849030478;130.04233292268384;111.03651506239322;129.18599986237328;122.65726261164997;149.67542848136125;174.94884344537334;125.53871048869001;144.00681155697902;149.94604921793032;115.20789137947374;182.23067432474303;124.46155931966499;165.8741074406387;129.21381382151296;143.50363715812978;162.03463664268435;123.13056157763276;149.59216837081053;168.93223853835764;129.75921687198377;115.6051977846595;123.64619872606575;169.81844240801192;132.66464353855892;123.0542940692233;121.87880895507466;150.89566295962956;180.2412784675001;164.6180091730888;126.15540497000335;144.2629803126492;150.0194704805895;127.03853584740159;117.01885211853741;134.82462034154037;112.46306496169967;116.77651899391772;113.88395382457729;109.32447168499941;140.36137269908735;180.05186651397628;121.6505172513475;150.39986562703317;139.59107861639887;118.6298729462763;153.01158954349128;167.96394490954538;148.5751034581047;123.26090610209677;169.0473454867755;170.4927570215191;144.59940198423342;171.39388948725826;144.52887424762636;135.79335001571826;123.28380141137404;120.5035831026059;113.28769496060461;116.7651352507507;139.34422594896276;130.86981420702014;125.52943370004085;123.79631844723296;169.1660584634682;170.89609938427606;149.47319498074114;115.33851315499123;124.75488334382914;132.4133478808773;112.14806334361566;144.8070510977414;178.81675996016432;125.80670624511616;148.79043489735258;156.873187325954;145.67869182681028;124.89774650543329;179.6349787277338;180.7583752440799;140.73344413115086;118.3153079556054;180.41980686328176;122.97202783805663;187.37857398785334;129.4300707175232;150.46814134693255;115.69004769921814;117.51332854724222;184.9224411847405;140.59838374418536;152.79824161793292;115.27703469792087;147.57543534604218;130.93930994403146
121.14793057151043;146.8042365799005;116.2218351125897;109.03435979724232;111.07466811671496;118.09714045589425;129.3270810220569;110.56297763708396;128.45570409377507;121.99443125366213;150.67299839547186;176.38642648191234;124.86099005088083;144.96990019781612;151.02162398424318;114.6574084202449;182.82967627570534;123.77906303570403;167.13182189941907;128.50179019638125;144.4298276508232;163.24083389967922;122.46092936398817;150.59400114537527;170.27604287683698;129.04926620989835;115.05597198458089;122.96752978173552;171.12786691066586;133.48234155991426;122.38940678128405;121.233231509444;151.97717267440422;181.72486127291904;165.86450591489984;125.48039399749202;145.2245719998198;151.09088883269732;126.36061639128481;116.45532528971583;135.6329820187637;111.98040906036923;116.21834945474612;113.35418604552325;108.87455498112509;141.2672455807301;181.5264530334082;121.00736704354988;151.41872835745122;140.48177687542633;118.07657273724325;154.08930363279208;169.32922578474637;149.56434526824026;122.62803246463541;170.34419501720515;171.81763296313756;145.54020141840633;172.73736379747015;145.46325442458064;135.00416030942142;122.65314782136294;119.9500092826968;112.82318359086834;116.2023340346248;140.20099678379597;130.1088787626448;124.84670241055451;123.12396658210992;170.46131180999424;172.31867393644794;150.5471257582681;114.84249273661723;124.07981080484323;131.66527310429515;111.66438978365834;145.7683181770196;180.27155767211443;125.15525214357314;149.77747218136017;157.9850396537029;146.67248777515482;124.23242025838135;181.14679839092977;182.256447568553;141.6306532889366;117.77391697249871;181.91771548919442;122.34585638268155;187.75715391349775;128.6668228551192;151.50088767210764;115.1593490412791;116.95643324833608;186.46991864525248;141.48382505674445;153.8680734467164;114.77930282765007;148.5422530507453;130.21856322779092
121.37160578583881;147.61933960874276;116.39842759546717;109.15965661272922;111.24340776365935;118.31134988069323;129.56729682296697;110.7308914182192;128.6950779291615;122.2140628079001;151.39042073996524;175.86275764697828;125.13779063379569;145.7527953971891;151.9287373171868;114.8716181558391;182.36414009664176;124.03205628103836;166.7079124263986;128.76951904617601;145.14085775222685;162.85653102220354;122.68472263580199;151.34182564123475;169.8711009177199;129.26131081897722;115.22787502741708;123.21303879681787;170.70165703884592;134.14935143898524;122.58084497214668;121.45466932616104;152.88758331790459;181.25932367930645;165.49115769817578;125.69477923371721;146.00375008296814;151.98577202251303;126.61485295303952;116.62243580809633;136.23534715279908;112.14387415154613;116.3911055299754;113.560599449579;109.02743785076298;141.99700922476077;181.03914929055315;121.19179804089639;152.1857962984487;141.19255144451697;118.26721412460256;154.95449930029537;168.83010190367438;150.2999675152971;122.87591948963885;169.8492076979829;171.42446362435683;146.26015739514537;172.19985109161385;146.167267783721;135.26862861250098;122.84981801469132;120.15141578261263;113.00640923626531;116.40810915996997;140.82064173330807;130.17192242784685;125.07494387624521;123.36127916213844;170.06609466958926;171.88143341097674;151.45507093233743;115.01087243859037;124.32259680915321;131.88456622319208;111.83525604115266;146.5285691400758;179.7878095580618;125.37886579519353;150.5010295746143;157.60738088576238;147.49228299391757;124.4510815352101;180.64353918528457;181.72208092774179;142.3270627227301;117.96844065307847;181.39322906405397;122.56419665133625;187.27107176957523;128.73720712727783;152.31258438745724;115.35253039233321;117.16553272604217;185.97444671638178;142.15435769864604;154.7099050147993;114.951536761598;149.22475782158847;130.48102084513567
121.54732359815277;148.4463791503456;116.51057956022801;109.24386846525395;111.36857648737;118.46451235761016;129.73524847199948;110.85214847549301;128.87438075307497;122.38461274929806;152.11755558068208;175.34211884322187;125.35563492359258;146.54688803457432;152.84960901711307;115.03192299271925;181.90090011470124;124.22978559174996;166.2861332948811;128.9636863461592;145.8616113551935;162.47403043504644;122.86012905347287;152.09989858743418;169.46805100443757;129.40572265043613;115.35679196741533;123.40737622781755;170.27754531035092;134.82572841309403;122.72978820649831;121.6231077433962;153.81169381131073;180.796105335216;165.11947526388735;125.84863601795911;146.79398558252228;152.8941757030992;126.78918915296524;116.74459617549662;136.8459091292335;112.26016587701268;116.51734076439799;113.71661639376059;109.13918845054006;142.7369734971267;180.55439468569068;121.33525956817108;152.96360302882292;141.9131817726929;118.3938565345291;155.83227143763798;168.33387606306195;151.04573508428888;123.05007623266121;169.35706693493617;171.0330668245596;146.98999514412725;171.66562261729032;146.88084865256303;135.44895198259988;122.98804590896758;120.26404717859951;113.12587714247363;116.56045543792783;141.4485898683518;130.2359151253194;125.24938571318874;123.54433954265926;169.67269610114943;171.44637204784092;152.37685882796626;115.12103005660853;124.50744710253996;132.03382306416347;111.95883487020289;147.2995709774444;179.3065940300742;125.52878684103085;151.23439440275664;157.2315567673643;148.32396969900782;124.61159000149;180.14299194394852;181.19075485300678;143.0330899614796;118.09102117445131;180.87167615453592;122.72023382258817;186.78741839667111;128.92067833366096;153.13583142890573;115.48946268286679;117.31220802485105;185.48153852573125;142.83402146134796;155.56394761749326;115.06441034380171;149.91646842534882;130.6495350585109
121.74229523298237;150.19089760970292;116.64978967462338;109.3462949508638;111.51150998521109;118.64285073632541;129.93102271585866;110.9928582407139;129.07972950546673;122.57602774360353;153.6690398962187;174.8244858115569;125.59790739186869;148.21650726383552;154.7785074116755;115.21473299188153;181.4399404974619;124.4490237569589;165.86647000184152;129.18527078288068;147.38665264590813;162.09332081665227;123.05528610305703;153.7099161171734;169.0668810351752;129.57872083237163;115.50336910566577;123.62156509014783;169.8555175592305;136.24578971267402;122.89689866546995;121.81450017482159;155.7443668006825;180.33519010690853;164.74944857647705;126.02817466685862;148.45359555330035;154.80274823929938;126.99687017063556;116.88660406670131;138.15345509013767;112.39532577799159;116.66351003837043;113.89223026335402;109.26783503660491;144.29124396716375;180.07217057881184;121.49565393246345;154.62335920802022;143.4290336580013;118.54648742979928;155.4738096587468;167.8405251733804;152.63702187218243;123.25442317215837;168.8677503261482;170.6434316000827;148.53656343232942;171.1346508380322;148.3945298320672;135.66172101239218;123.15080173286562;120.41270130051598;113.26943631298947;116.73462627555273;142.79214086883746;130.1715367262786;125.44476909956646;123.74985340258317;169.2811046177753;171.01347483089714;154.308397191634;115.25362478600526;124.71539129964307;132.21444169698847;112.10094306360799;148.9310791191757;178.82789259328825;125.70697061911208;152.7939247225814;156.85755557662728;150.06740031451628;124.79646119239382;179.64513629237354;180.66244519736165;144.52978119865412;118.24388197541685;180.353033879196;122.89994805123608;186.30617673313458;129.10851086200958;154.87720743905774;115.64911714440447;117.48509753441313;184.99117532481063;144.2790738080361;155.14982096282358;115.20060247780093;151.39948312025726;130.85723462681193
122.12815046508962;153.83639199100355;116.92169237215222;109.54654248132509;111.79365239906899;118.99464714149303;130.31452230357047;111.27056848081325;129.4846308526677;122.95447661913786;156.8985584358313;173.79814137142301;126.07923378816247;151.70198605382285;158.81679436101092;115.57703422194581;180.52479977609917;124.88347355413548;165.03343362417422;129.6219981080149;150.5633580570722;161.3372297128263;123.44125282625834;157.06369315051572;168.2701330633657;129.91600792764123;115.79186209824009;124.04610467785767;169.01765800497765;139.2074777625322;123.22596649993875;122.19285642669952;155.0862276250386;179.4202052398024;164.0143227319397;126.38057136971692;151.91706973221596;158.7974327547092;127.40551875764328;117.16539054032876;140.87509072772127;112.6611235258003;116.95072775303113;114.24022742650827;109.52162051852362;147.5325346234651;179.1152402456568;121.81127017040308;158.08349936246898;146.58892808095655;118.84525878858183;155.06173885933768;166.86235717226492;155.952163123299;123.65760991836017;167.89750121921205;169.86940250183827;151.7585202042167;170.08236884177228;151.54646782824148;136.0776564216828;123.46949007181412;120.70125550220814;113.55169155583978;117.07878132100504;145.58697725966883;130.04931677984266;125.83016096410975;124.15653549222625;168.50329747748637;170.15411348852996;158.3531549751532;115.51260576520339;125.12649862892984;132.5668469098546;112.38105012215291;152.33467608133932;177.87795895365724;126.05525535981214;156.0407671125561;156.11497565261945;153.70962978064915;125.16028227614683;178.65741931211454;179.61477987860158;147.64853676410382;118.54293034775009;179.32439093560495;123.25306198301277;185.35086110766932;129.48641010753624;158.5112214250263;115.96368139713252;117.82603180163088;184.01800984930802;147.28804078476816;154.67201528414182;115.46698471416092;154.4853146946467;131.2637473469512
122.90390598424975;161.81459197092917;117.46539144026502;109.94760005739117;112.36111891518729;119.70150767616744;131.08082301932225;111.82951678925764;130.29645625387167;123.71466526227168;155.6138480402913;171.78048382004596;127.05022731004772;159.3130213975915;157.30421003399985;116.30750293401097;178.72120253249673;125.75811790871259;163.39212828972651;130.4985010714212;157.46662170620056;159.84605226111586;124.21672255088087;155.74462574046257;166.69867588338246;130.5876025639241;116.37003173300413;124.90075585361308;167.36633825655917;145.6585638867968;123.8846991714699;122.95305995344941;155.1077871112477;177.6171800808199;162.56350794186767;127.08521522478915;159.4748280740201;157.14402655411092;128.22500000257057;117.72297360551205;146.777377550588;113.19468834846154;117.52570601018995;114.94204240723066;110.03241656067988;154.5934569895369;177.23094617768575;122.4428423306093;156.46989378903157;153.46621419577605;119.44294389109193;154.9578030018301;164.93953279817208;154.47231546498796;124.46788645040067;165.98993471146824;168.34201135088085;158.76225728338358;168.01570915993705;158.3906593037114;136.90774533951156;124.10593739899521;121.27695287909832;114.12004950075388;117.77092363920586;151.64049396884027;129.83012536880827;126.60322573577317;124.97425884213631;166.96887420111693;168.46071561224502;156.79084914652793;116.03073944475344;125.95277898381839;133.26866584586293;112.94426347941129;159.75585951930205;176.00746762668643;126.75074577888437;154.7905906922799;154.65118753016264;161.67602431202366;125.88906362059163;176.71341103585414;177.5546128266791;154.43063241902735;119.1414892742211;177.30105286814762;123.96031516240974;183.46843767051823;130.25123525376674;156.9977395438867;116.59561558508344;118.51120420828711;182.101414719175;153.8206958519172;154.53325163555112;116.00037429449014;161.17492556269104;132.07630047360726
124.49968821869795;158.22380281085552;118.58725547365557;110.77725686404166;113.53322119190454;121.15939213691827;132.65347554320078;112.98627390458581;131.96274120308658;125.27680087763356;154.0860235743716;167.88026395023132;129.0554047885199;156.35441371292632;155.64238784017917;117.8181985606545;175.21742481389032;127.56071018521763;160.20555194264153;132.30328969881586;154.76340726393866;156.94533598735;125.81058791576102;154.20228087200408;163.64137010553162;131.96198140967448;117.55797977678851;126.66137207899023;164.15832863018235;152.7363594499692;125.23341676846367;124.5165573857932;154.65020507602628;174.11552898180653;159.73750920631423;128.53003263589943;156.7141765995676;155.32630599783866;129.91242954406863;118.86649059566294;153.09867871831148;114.29668582347472;118.70630151893359;116.39461479612498;111.09006235437;162.34222324596698;173.57673461799075;123.73592289426678;154.61062463094802;160.99202637840366;120.67412181929667;154.63763323311602;161.22314460985373;154.37171881885007;126.1396278788185;162.3018880823808;165.36758684882037;155.92004505231088;164.02832583400098;155.67938965909264;138.6106317033642;125.41082781049865;122.4677637878929;115.30324662267053;119.19865003176723;158.11588911218823;130.44552463307505;128.1910492221758;126.65713726745716;163.9823758803274;165.17207249553837;155.12175704085988;117.10122088635539;127.65355204139259;134.70413101598132;114.10889037691332;156.4828748514335;172.380129414876;128.17977224058157;154.66276559328398;154.53501693773515;158.79680365512087;127.38503921315451;172.94685041443003;173.56992207521606;161.7940269210228;120.37704891715603;173.38541287407622;125.4146839907109;179.81284807543926;131.8177348736183;155.27894340049036;117.90024163344117;119.92564231583886;178.38325484837253;160.87543466124595;154.13789744366395;117.10270862195843;158.31887604054995;133.7472720499938
127.87574595795039;154.3622038120544;120.96984760975974;112.54524769721156;116.0281404880278;124.25717186528517;135.96507760426383;115.45658229320443;135.4289652234971;128.57495770978818;153.39708139277573;160.58308559619712;133.29477410611253;153.12756489285945;153.66552023028402;121.04494069238626;168.5987501211784;131.38935068816275;154.19392681879975;136.12941823777143;154.59102514407226;151.45264454859873;129.17725253243066;153.6264356839768;157.85011719583898;134.8395461939122;120.0631991449397;130.39754760746303;158.09870036428896;160.6686272503668;128.06022076313823;127.82283097375465;154.11595031631572;167.50462819114844;154.3721409412155;131.56680869592302;153.68513979030476;153.16078675744944;133.4890221796209;121.269494741919;159.65399263738144;116.6412107965834;121.19283953811045;119.5008869848395;113.3498348222257;159.1387135723949;166.69692172484253;126.44572863200959;153.9041388072257;157.7960135234775;123.28219168490128;153.89693467127097;154.27210826448487;153.7523874646212;129.69587367108295;155.39993569949925;159.72283537844464;152.73108976184886;156.59559649289758;152.60854661826832;142.12991739067843;128.1523079874543;125.00760031993612;117.8546978713656;122.233065460297;154.67289888428255;132.80892278293695;131.54030321324964;130.22103143060957;158.32068530659592;159.10252668223788;153.80000549417773;119.37929040580505;131.25646564472106;137.7068455900421;116.59246359523245;152.89485310937522;165.5513626161479;131.19461591380212;154.05864704904303;153.90653664079827;155.66813253908128;130.53635714539317;165.86804328856795;166.1061008351642;158.0564562578746;123.00395555879052;166.04310331088;128.4880592530589;172.9120439055713;135.10446468555304;153.14283190072754;120.67583651295732;122.93555839845467;171.37798330867946;157.25928407855957;153.24650772998572;119.45010004157598;155.00936600973327;137.27982400407524
