testViennet1_2013.02.04_20:20:09.556446924_22123;testViennet1_2013.02.04_20:20:10.869447279_23438;testViennet1_2013.02.04_20:20:11.473087937_24852;testViennet1_2013.02.04_20:20:12.999848193_24388;testViennet1_2013.02.04_20:20:19.546896005_29814;testViennet1_2013.02.04_20:20:18.945142512_22156;testViennet1_2013.02.04_20:20:13.928816812_1202;testViennet1_2013.02.04_20:20:13.567743751_12304;testViennet1_2013.02.04_20:20:12.118671132_18305;testViennet1_2013.02.04_20:20:19.646964808_23949;testViennet1_2013.02.04_20:20:17.866642172_15245;testViennet1_2013.02.04_20:20:14.531670121_5108;testViennet1_2013.02.04_20:20:10.492955141_31049;testViennet1_2013.02.04_20:20:16.244428140_4081;testViennet1_2013.02.04_20:20:18.583178408_22845;testViennet1_2013.02.04_20:20:13.974928850_21645;testViennet1_2013.02.04_20:20:19.761637062_30268;testViennet1_2013.02.04_20:20:19.152563367_16573;testViennet1_2013.02.04_20:20:18.074143079_1696;testViennet1_2013.02.04_20:20:12.397447703_17517;testViennet1_2013.02.04_20:20:11.549528858_9563;testViennet1_2013.02.04_20:20:15.516046295_5927;testViennet1_2013.02.04_20:20:13.529197844_25823;testViennet1_2013.02.04_20:20:17.211666964_23047;testViennet1_2013.02.04_20:20:17.809326407_2360;testViennet1_2013.02.04_20:20:12.953329387_28665;testViennet1_2013.02.04_20:20:13.384639920_5437;testViennet1_2013.02.04_20:20:14.686964393_216;testViennet1_2013.02.04_20:20:10.058139337_9721;testViennet1_2013.02.04_20:20:13.228714440_19004;testViennet1_2013.02.04_20:20:11.273994163_3148;testViennet1_2013.02.04_20:20:11.945636371_2957;testViennet1_2013.02.04_20:20:14.088656134_2256;testViennet1_2013.02.04_20:20:11.436324897_22345;testViennet1_2013.02.04_20:20:14.917663482_12911;testViennet1_2013.02.04_20:20:18.737332310_4989;testViennet1_2013.02.04_20:20:17.721773436_19207;testViennet1_2013.02.04_20:20:11.001159288_28508;testViennet1_2013.02.04_20:20:12.404889584_20082;testViennet1_2013.02.04_20:20:17.880894674_20684;testViennet1_2013.02.04_20:20:14.039032646_30597;testViennet1_2013.02.04_20:20:15.690138252_9700;testViennet1_2013.02.04_20:20:13.058202291_25387;testViennet1_2013.02.04_20:20:12.295580146_27540;testViennet1_2013.02.04_20:20:10.593165769_16260;testViennet1_2013.02.04_20:20:15.629351668_26201;testViennet1_2013.02.04_20:20:12.465173976_26814;testViennet1_2013.02.04_20:20:12.959523326_19572;testViennet1_2013.02.04_20:20:11.040462184_18219;testViennet1_2013.02.04_20:20:17.573058469_3069;testViennet1_2013.02.04_20:20:16.464720211_14174;testViennet1_2013.02.04_20:20:16.173885568_8937;testViennet1_2013.02.04_20:20:11.320695459_13434;testViennet1_2013.02.04_20:20:14.531806163_7701;testViennet1_2013.02.04_20:20:18.640861321_25575;testViennet1_2013.02.04_20:20:11.832715939_29488;testViennet1_2013.02.04_20:20:18.747537669_8246;testViennet1_2013.02.04_20:20:12.072497885_6327;testViennet1_2013.02.04_20:20:09.404441638_3508;testViennet1_2013.02.04_20:20:15.682630843_24898;testViennet1_2013.02.04_20:20:10.141523134_5667;testViennet1_2013.02.04_20:20:18.480858708_2033;testViennet1_2013.02.04_20:20:10.474547093_19553;testViennet1_2013.02.04_20:20:14.367564730_18136;testViennet1_2013.02.04_20:20:19.218378166_27161;testViennet1_2013.02.04_20:20:16.356575545_13977;testViennet1_2013.02.04_20:20:16.400929630_24539;testViennet1_2013.02.04_20:20:09.321610726_21168;testViennet1_2013.02.04_20:20:19.967390515_32017;testViennet1_2013.02.04_20:20:14.281214377_14827;testViennet1_2013.02.04_20:20:13.383165630_5819;testViennet1_2013.02.04_20:20:10.521638480_8597;testViennet1_2013.02.04_20:20:16.596127758_30162;testViennet1_2013.02.04_20:20:18.680695988_30225;testViennet1_2013.02.04_20:20:10.643983151_20817;testViennet1_2013.02.04_20:20:18.269995863_8258;testViennet1_2013.02.04_20:20:18.796264199_10594;testViennet1_2013.02.04_20:20:16.920614827_20353;testViennet1_2013.02.04_20:20:15.074227338_11050;testViennet1_2013.02.04_20:20:17.783488868_10388;testViennet1_2013.02.04_20:20:14.418106708_18830;testViennet1_2013.02.04_20:20:15.015741944_6658;testViennet1_2013.02.04_20:20:16.101723557_85;testViennet1_2013.02.04_20:20:17.554604547_4830;testViennet1_2013.02.04_20:20:15.433808944_23019;testViennet1_2013.02.04_20:20:15.414941270_4059;testViennet1_2013.02.04_20:20:13.804251135_6271;testViennet1_2013.02.04_20:20:15.782018693_22420;testViennet1_2013.02.04_20:20:15.734368092_22841;testViennet1_2013.02.04_20:20:13.531298867_16882;testViennet1_2013.02.04_20:20:14.031067851_169;testViennet1_2013.02.04_20:20:10.109298555_10601;testViennet1_2013.02.04_20:20:16.758085737_11223;testViennet1_2013.02.04_20:20:17.935684180_20495;testViennet1_2013.02.04_20:20:12.424807787_17200;testViennet1_2013.02.04_20:20:16.558744303_23118;testViennet1_2013.02.04_20:20:17.105420819_12216;testViennet1_2013.02.04_20:20:13.612953591_25668;testViennet1_2013.02.04_20:20:09.438472722_19990;testViennet1_2013.02.04_20:20:11.502485602_4442
23.421817152207453;20.37659082513926;12.282019440901555;3.97078319657955;11.089465653911668;24.02195854510432;13.871035059456405;14.36257108783479;9.408628751654845;0.9583883717975761;26.994807515698966;22.323432732977714;27.20721352739509;6.208475464526539;10.115635866340932;5.975872106698844;6.644337175938836;17.110649950187113;21.26972653648183;25.533043422585493;5.617693797457289;2.3284220582888215;14.618246139926885;26.249077840187887;22.74405368815787;6.2790898040807;13.229129853254666;12.207207041345704;1.3713430622226292;1.6580921719172057;16.691789249848675;12.383379920832857;1.436475956401949;14.795449679245062;14.768280146793895;3.5011577091221042;16.737236972808287;14.005629898899462;6.198178616728903;20.98453525547722;13.014155406193;6.330544095045477;4.103947316436976;7.010927104656703;0.14500283337508957;3.914658874334733;11.853173143891453;3.5407718178576957;19.701520484732825;18.156330244858722;13.134546190925464;3.5932525170892027;1.568501156086336;32.66147430051542;8.836827575999;14.520189467599225;3.216153494780815;20.013532185431572;3.1894148464239684;3.212282201039841;6.216332422489294;17.245597216250072;4.63644539373471;16.7621749148622;8.99275018776098;6.502624586109096;1.5721462353195728;14.637641980724245;15.31477179620942;3.0168958149811367;6.6540259009813045;10.472597726999782;3.1525789920042198;3.2378025020975745;6.085453864588747;9.354590594217665;17.469210201652178;21.952169450909622;26.779560021637636;28.709533098797266;19.621568088669143;16.841159437142828;6.4349126328726305;24.3696076735919;30.311652294691974;13.311634219584459;6.835054802752737;20.886041642061702;17.160453130403944;5.0467088343086495;6.498006891550324;19.8175412441187;1.8147102462708258;2.676126798821568;4.193301475297877;2.7646092387887853;3.713970391339928;37.1858127848166;1.3873545419845892;7.88218877643245
22.86614906265809;21.39980905719845;12.360189871271508;4.290559234618412;11.855770929177103;23.402349723792852;13.505538587750088;14.032186208545765;9.954684329886687;0.8276797619040623;25.872457503493568;21.921204195740703;26.1058594154513;5.8467452149981956;10.459152599285709;5.4355444068007985;7.00729140543087;16.331868872160157;20.295960151877125;24.57877657835472;5.901668067181383;2.652777000578028;15.473061146799665;25.10708779697115;21.71389020464444;5.857200213464355;12.431256936822644;11.456772519139736;1.119329327431124;1.6851872087274522;16.15287657965741;12.574350470494329;1.2090375718219744;15.66622474710685;14.599365100528711;3.6292866773530306;15.854672707598525;14.05326519388573;6.765142738815863;20.304669994952995;12.217648917609306;5.836023472221765;4.516966215391992;6.734881055004698;0.09869009741812329;4.339609937601335;11.159045512789652;3.443913917052149;19.842049455229102;17.592642753537227;13.509762084938979;3.208478380834622;1.3195465153519277;31.41731079775624;8.212649858056817;13.672217586610788;2.8828887123181195;19.999114470441015;3.0558201206404716;3.5504504582815564;5.714804237974683;16.379947321724018;4.562692278304166;17.610309236764813;9.343275815773959;7.019055217037071;1.8287100679137502;14.559992325973264;16.211430201724728;2.7630550292033824;6.374199919887932;9.950905247023265;2.806094827892299;3.2914818016038674;6.192002451136395;9.393543205990232;17.122414787872465;21.02230894550462;25.775702612130516;28.59514438932716;18.643740676119577;16.578633568551936;5.873942211731117;23.943890930908807;29.11222282940595;12.739923306818111;6.653149421705551;20.65339017242005;16.744968165314248;4.552723023125017;5.942706720185956;18.857535012005087;1.976996860713533;2.3397962796993093;4.601872821606154;2.474648459122797;3.5520547918527;36.59472743765353;1.4812439134327364;7.268574293803637
22.067966417226092;21.087161540992795;11.873306360713345;4.187653657635154;11.620659936685255;22.599884095435684;12.896149318972181;13.405928302361323;9.746395724356171;0.683548581725026;24.77570749128817;21.125711061418876;25.030105303507504;5.457581488873693;10.353430176157099;4.9208167069027535;6.8931033632640215;15.578687794133202;19.347793767272417;23.65010973412395;5.714727657635305;2.556952884744163;15.17320811798772;23.990697753754404;20.70932672113101;5.484954329119172;11.658984020390623;10.731937996933766;1.0355146614872452;1.5097029922910652;15.493394169402798;12.151135954378944;1.0587279285286797;15.373993302203427;13.979744470976247;3.5763215314079093;14.997708442388763;13.52095215104069;6.5598728155423425;19.57603345749707;11.446742429025614;5.505479203275755;4.376587319147474;6.3069757567855795;0.11155059012399804;4.189502591258924;10.490517881687849;3.1458844808107114;19.210639297798878;16.90504915516633;13.138476288344096;2.9794979800144974;1.1774826451152187;30.198747294997066;7.614072140114633;12.849845705622352;2.575223929855423;19.31859211130235;2.7759380722550975;3.4366367477811064;5.238876053460071;15.539897427197968;4.226149302841824;17.285069019288485;9.087463214649278;6.827509079496842;1.7459247834307519;13.975511577833602;15.851462992531154;2.4974841515144295;5.9608055215048275;9.455253713737754;2.485210663780378;3.056848803846945;5.877262282862786;8.974113026366698;16.425029654212246;20.118048440099614;24.797445202623393;27.743784172226512;17.691513263570013;15.901168571283776;5.338571790589603;23.111056209555436;27.938393364119925;12.17230277329223;6.226297747582612;19.918717265734394;16.069067499173677;4.084337211941383;5.413006548821587;17.923128779891474;1.9130899679519962;2.1556355595314205;4.44973226403315;2.2396470265443775;3.2364724716756594;35.65745823702124;1.4449020007372744;6.680559811174824
21.28402189521141;20.77686296467126;11.400595739513095;4.087259212569332;11.387903626029681;21.811637861539516;12.300850499270286;12.794029289639;9.541725241129804;0.5534253982238495;23.704557479082773;20.34494252671603;23.979951191563714;5.082390325384228;10.250010845681993;4.431689007004708;6.781329714245125;14.851106716106248;18.425227382667714;22.74704288989318;5.541679434315741;2.4632425409414465;14.87630904279706;22.89990771053766;19.73036323761758;5.126838923248197;10.912311103958602;10.032703474727798;0.965586828539453;1.3485425007113396;14.847875910659903;11.741827533625207;0.9223116178217754;15.084589332605145;13.374546520836999;3.527242483519707;14.166344177179003;13.002777227770562;6.357863200033574;18.861499415677276;10.701435940441922;5.188822391724663;4.2390472050858605;5.893118517032889;0.1273648709873535;4.0424673247233285;9.847590250586048;2.862233711595959;18.59385859938339;16.231366327309445;12.781690237198077;2.7643909215759512;1.049893498128168;29.00578379223789;7.041094422172449;12.053073824633916;2.340625682215495;18.65251281053905;2.509992984764678;3.32558077717062;4.788547868945461;14.725447532671913;3.9039862864888657;16.96352392187072;8.84572628275838;6.639376458733477;1.6656308802842874;13.405167635562346;15.495551613163185;2.246069012525572;5.561274349162168;8.974397949734072;2.189926499668457;2.8362201515910535;5.576613148235948;8.568532800310617;15.74220675101522;19.23938793469461;23.844787793116275;26.906988765678037;16.76488585102045;15.238213915641303;4.8288013694480885;22.29297721285765;26.790163898833896;11.61865315097102;5.8139104303502975;19.19824033603026;15.40711813187037;3.6415514007577507;4.9089063774572175;17.014322547777862;1.8527888104982182;1.9855820374313575;4.301004321239307;2.0186491482601765;2.9356202394866875;34.73447840533196;1.4118013020959292;6.11814532854601
19.819696123715417;20.468913328233835;10.637195749686727;3.989375899420941;11.157501997210383;20.323489498642537;11.211567408152138;11.689562964583901;9.340672880207583;0.3387835716477696;21.63905745467198;18.936360970642053;21.95644296767613;4.380792910146285;10.148894607860395;3.5302336072086167;6.67197045837418;13.472744560052337;16.6568946134583;21.01770920143164;5.450787908972141;2.371645969169875;14.582363921227678;20.795127624104175;17.849236270590723;4.4410828578214385;9.495765271094562;8.711034430315859;1.0310924887188824;1.1209455454456592;13.627177095927507;11.105075591855616;0.6743546487900756;14.798012838312008;12.325332710975566;3.482049533688423;12.58041564675948;12.150711161330713;6.159113892289553;17.486776215882507;9.287622963274535;4.560812964463782;4.10434587320715;5.144032778195852;0.14613294000818966;3.8985041379945513;8.963354069855175;2.390024940466635;17.615074676268154;14.954535501019128;12.636064860451135;2.341488252696453;0.8092068020353309;26.696656786719537;5.971938986288082;10.536330062657045;1.8984871853943492;17.538915132866983;2.054061564774199;3.217282546450094;3.9646914999162397;13.173347743619807;3.370790064829831;16.64567394451152;8.550261708892586;6.454657354746981;1.587828358474356;12.430851604317942;15.143696063620833;1.788721843283553;4.834377986388736;8.048434451157881;1.7692167739538585;2.8115887740573338;5.119399171161068;7.901693105503132;14.514394195490233;17.558866923884597;22.01627297410203;25.475905803711505;14.98843102592132;14.066292913238609;3.8860605271650606;20.814325690253185;24.570504968261837;10.552813123796163;5.096930008449773;17.924559095049077;14.18568815038816;2.832779778390485;3.977506034728479;15.273510083550637;1.7960933883522028;1.6511774202547347;4.15568899322462;1.6062009110285287;2.419971839991486;33.1444853173295;1.381941817508701;5.070116363288385
17.048958950975393;19.860060875011335;9.268114438107723;3.8011426688764587;10.703762785080636;17.505050956231585;9.19047257314388;9.638906994860076;8.949422525275587;0.06672390852918886;17.815257405850396;16.278571657351048;18.216626519900963;3.1347157675755164;9.953571410177712;2.0345228076164346;6.4604951260761485;11.02322024794452;13.427429075039477;17.86624182450856;5.256071496167012;2.1947941417201724;14.003335538952758;16.8927674512372;14.394182336537007;3.227162162390548;6.96987360536648;6.3748963414919855;1.1371602904529556;0.823922809484281;11.342871920997883;9.988489994401382;0.33532070848584716;14.233342275641176;10.38537312949234;3.4033219281966094;9.715758585920435;10.604193387175748;5.771396200095767;14.894837303201385;6.767197008939767;3.461656482126778;3.843459555998445;3.8032054759210614;0.19253044252230445;3.6197940039574417;7.302107194365101;1.603943399288045;15.816595207081875;12.557806159980512;12.296756489895671;1.6525029420821915;0.4864575795986319;22.385602775682838;4.140828114519349;7.810042538703303;1.1554206031945766;15.470248952648959;1.299209607478105;3.0089593046789256;2.624178761857798;10.376348165515601;2.462737498839914;16.021059349968812;8.116759568862346;6.095459697104584;1.4396974588640967;10.639829959434355;14.45215245401296;1.031694720899797;3.5373749389632034;6.356094761850974;1.0665768856166453;2.7224598105257694;4.362444317951625;6.724763576590505;12.217655775829837;14.50502490226458;18.666443336073556;22.772634311434953;11.742721375723066;11.881181933310282;2.3077788425990047;18.01648981901102;20.438387107117737;8.578245803060465;3.8215622353206022;15.534984544031268;11.89988208393552;1.522436533655954;2.4219053492710034;12.099085155096187;1.6935197499834542;1.1398897801049659;3.87529618153273;0.9385150994478884;1.5480653049652886;30.1225672481536;1.3319464904965956;3.281258432773135
12.139142086503153;18.67054324717571;7.160826487244665;3.4548097907966926;9.824540542856493;12.49960660494174;5.778168292039495;6.1707017769579;8.21033928306136;0.15150054242634314;11.396457308207225;11.600488226196836;11.965793624350626;1.2710322340544522;9.59056212665441;0.2719012084320709;6.066517179255509;7.24808995725394;8.19729799820183;12.792107070662398;4.862442798250931;1.8664557511945246;12.880726217858282;10.316847105503257;8.712874468429575;1.4296865132192724;3.1468902739103175;2.9314201638442348;1.3330470392650093;0.6823965519379591;7.402631389279287;8.382991943832714;0.28477281891407635;13.13793085396123;7.13932611948441;3.2924998938960024;5.215244464242346;8.14161527376475;5.035084508885192;10.340989425472785;2.955145100270228;1.8907930061918004;3.355752307775875;1.7509275729686182;0.3207709054403036;3.0992386935650194;4.5464059540668975;0.6651243212510995;12.855989776886089;8.392076724071355;11.583680095314051;0.9018124294326049;0.47545581372113377;14.992294753609432;1.7074063709818819;3.5862674907958176;0.28683019984360913;11.967033292717352;0.41754922362536884;2.6254056998161186;1.171953285740913;6.011149009307183;1.279991876172692;14.816171601586184;7.574579592257987;5.418026583142176;1.1733322356819844;7.688228340088053;13.117735192704547;0.14830934053342015;1.570527556597464;3.6097646146190736;0.25972574674191784;2.51397043900677;4.127222956068006;4.997903961574625;8.259725702067323;9.626140859024545;13.195584060016596;18.00166905350791;6.48010207532656;8.145884072961868;0.38001547346689346;13.058686772393727;13.402951384829521;5.257562096045123;1.905198971749789;11.38698716577385;7.956485537077375;0.13055004418689142;1.2381723554348336;6.979035298187288;1.3948790444447816;0.7474008766193425;3.3554619354988615;0.23198612781723016;0.44181329076971654;24.711003537117893;1.2708504051217877;0.9323425717426337
7.89429326477898;16.40425710594196;5.399847338570597;2.88267836667395;8.179120786549623;8.218621024184845;3.028899049417332;3.313327873694682;6.905842669231982;0.10224052874173784;6.616057210564053;7.425803113520504;7.35336072880029;0.2717786885623735;8.45445938593403;0.3884220785840198;5.394452156715923;4.3188098967866875;4.605566921364182;8.574755816997389;4.080164963631954;1.3112400276382568;10.777297349490802;5.379326759769311;4.669966600322145;0.5815672858786817;0.962306942454155;1.3941576536110776;1.780249019689535;0.45270941991600067;4.239987258414512;7.572586948353656;0.4564690752343247;11.082826825248267;4.341429024385788;2.561078770372739;2.353130342564258;6.013722888495499;3.7189558991720446;6.638946689439068;0.7814931916006893;1.3519845941156396;2.5165993561101256;0.44929103385849134;0.71903366283538;2.2055879035073582;2.5395157992074546;0.43555553398821;9.984454418917398;4.999204988504862;10.244214324042803;1.4350653521331185;0.793949731048393;9.23738673153603;0.47162268009364317;1.000892442888333;0.5376440903739048;8.68396025714505;0.3718835748380279;1.990670004808627;0.1953502156717224;3.4958765366153717;1.0905619909876616;12.58376186763204;6.548772687030165;4.227009160506899;0.7601880934713923;5.1428629418113925;10.643580501717047;0.1561161890312548;0.36649497357699756;1.8409292765176102;0.46115370269759703;2.1584133165213926;3.5854574536786648;3.744257881331162;4.853667679104604;6.385656815784511;9.014372917580003;13.364068371919984;2.855882774930052;4.893998257385262;0.802331010694906;8.588381467125442;8.005915662541309;2.830488948305176;0.653621267829009;7.646001610440354;4.661210091678965;0.4409530264790915;0.8931635079560827;3.497385441278389;0.9033848920475669;1.228721307918659;2.4795989528307767;0.5731788002944911;0.5313207914005338;19.358586826360366;1.304236508969785;0.3448823189766834
4.367270300644744;12.322681281224428;3.795263880215337;2.22055284657563;5.340380186501566;4.771745786878519;0.9723245507051897;1.0828972582551262;4.991528923969522;0.4253910089649865;3.4740571129208817;3.715856982933481;4.379327833249954;0.7915986852516845;6.466461948906002;0.6054346566482083;4.5138855960435205;2.090659938964015;2.6522358445265355;5.292228668156405;2.733981468590021;0.6066528105058344;7.1375987080417165;2.0802064140353678;2.2654587322147153;1.0045498024855186;0.2312342324741843;0.7542565712737466;1.8008810541288114;0.12229204241760927;1.9809737469452418;6.008232703718974;1.1255865132527234;7.515494026410024;1.854297594608111;1.5528804354464039;0.8765523908514792;4.468435385009519;1.7126777705777543;4.008873608398862;0.20180971760026067;1.4056650812170273;1.3833396318961801;0.5518306275063447;2.0826865038618436;1.0081256463007633;1.3520256443480132;0.030763372910394438;6.7353013035241265;2.4927996076406176;7.607720393857759;2.599136578694675;1.8999123422039033;5.120878709462627;0.9167773046242964;0.5657231451445869;0.9825833433687072;5.258572876344673;0.4305059647315429;1.2506846736661297;0.2785576486145347;1.8839315038763058;0.8817590603684007;8.828405450968233;4.718997586479758;2.5003695363945146;0.4122450256647414;2.783270030724527;6.473990446259372;0.5074558539842976;0.021996539070958665;1.4952743332599734;0.7900511823135905;1.6929855537611207;2.5958559770646654;2.52382637806907;1.9859149444408817;3.4381167589338;5.768642714586843;8.428129562523088;0.8700634745335449;2.0360257254511565;1.3820564285316181;4.555495994959681;4.247279940253096;1.0925168736622397;0.15208207545863317;4.100860386293196;2.008763881765659;0.9617339222816054;1.1623884504799893;1.692861408435154;0.2848567587459687;2.436984835176051;1.3830950250932275;0.7327679744406962;0.9266910967218258;13.519733243952313;1.9933218150562317;0.8559007808794514
2.1081844210376337;6.900933481261075;2.0295430185513395;2.4958414414465686;1.9764366877709199;2.7047516313720346;0.11685045823505069;0.0712375329802385;3.8806553413243896;1.711953179191897;1.9704570152777112;1.240208593378907;2.0294568573648863;2.235355748809601;3.8493507782162526;0.9987148932795125;4.402576452298426;0.6851806931239086;0.9209630594837708;2.9445256241394477;1.0847068070756407;0.6706300744776892;3.1559517580073155;0.4194860683014241;0.7173750630840197;2.666940043274937;0.7040906996996735;1.011716916832242;2.0257032914628654;0.35055276197329444;1.1618524280817497;3.8601128836965337;2.972145493313192;3.5121636522779554;0.3505665741415629;1.0120576713328997;0.31502074185926876;2.6944565482222567;0.3056309790763603;1.829495394535856;0.5168853042790964;1.5361335016003201;1.0465450676937316;1.3068024091889678;5.465680186434478;0.666525986026475;1.606751826156037;0.3021587328372989;3.9186656026738977;1.401612975980616;4.714206138174808;2.5217114605630253;1.7228216736848323;2.642770687389225;1.542879145710146;0.9906556739273452;1.899580282587932;3.1687851375064495;1.110437775143063;1.480337896205258;0.49881879138459073;1.1753139110899862;1.241147852082965;5.327794841807647;2.577008176839363;1.5536095574410158;1.1848906983985;1.281047403259767;2.707594382879172;1.8460245387730299;1.0516662027657102;2.9214906558183777;1.3416618010662131;1.1778698849019045;1.852706564622157;1.0578645357082777;0.3380827697714808;1.4110980697855986;3.100992135748291;4.133153559058686;0.1230706959051251;0.2726428094133234;2.11919172697703;1.753656110920494;2.127044217964884;0.2252139500781709;0.14348758752612523;1.2764260205752027;0.44798443566152746;1.6928927315944329;1.7640005690335108;0.8204026421621919;0.16970298488328484;2.306913788660303;1.2988832409526523;1.0572737311499258;2.171596575229668;7.839595693898135;1.8036107211366585;1.0609780426380537
